Round,Wk,Day,Date,Time,Home,xG,Score,xG2,Away,Stadium Capacity,Attendance,Attendance percentage,Day3,Distance travelled by away supporters (miles),Venue,Importance of the game,Referee,Match Report
Championship,25,Fri,29/12/2023,19:45,Hull City,1.6,3–2,0.9,Blackburn,"25,586","21,876",0.854998827,Weekend,110,MKM Stadium,League game,Matt Donohue,Match Report
Championship,25,Fri,29/12/2023,19:45,Watford,1.4,1–1,0.8,Stoke City,"22,220","19,643",0.884023402,Weekend,142,Vicarage Road Stadium,League game,Scott Oldham,Match Report
Championship,25,Fri,29/12/2023,19:45,Millwall,2.2,1–0,0.6,Norwich City,"20,146","17,715",0.879330885,Weekend,116,The Den,League game,Dean Whitestone,Match Report
Championship,25,Fri,29/12/2023,19:45,Cardiff City,0.4,0–2,1.7,Leicester City,"33,280","24,656",0.740865385,Weekend,152,Cardiff City Stadium,League game,John Busby,Match Report
Championship,25,Fri,29/12/2023,19:45,Ipswich Town,0.6,0–0,0.4,QPR,"29,673","29,100",0.980689516,Weekend,88,Portman Road Stadium,League game,David Webb,Match Report
Championship,25,Fri,29/12/2023,20:15,West Brom,1.3,1–0,1,Leeds United,"26,850","25,409",0.946331471,Weekend,112,The Hawthorns,League game,Graham Scott,Match Report
Championship,26,Mon,01/01/2024,12:30,Sunderland,0.5,2–0,0.5,Preston,"49,000","42,714",0.871714286,Weekday,128,Stadium of Light,League game,Oliver Langford,Match Report
Championship,26,Mon,01/01/2024,15:00,Plymouth Argyle,2.1,3–3,1.7,Watford,"17,900","16,355",0.913687151,Weekday,217,Home Park,League game,Robert Madley,Match Report
Championship,26,Mon,01/01/2024,15:00,Stoke City,0.3,0–0,0.6,Ipswich Town,"30,089","23,121",0.768420353,Weekday,190,Bet365 Stadium,League game,James Bell,Match Report
Championship,26,Mon,01/01/2024,15:00,Blackburn,3.1,2–2,1.4,Rotherham Utd,"31,367","13,054",0.41616986,Weekday,68,Ewood Park,League game,Jarred Gillett,Match Report
Championship,26,Mon,01/01/2024,15:00,Leeds United,2.8,3–0,0.5,Birmingham City,"37,608","36,086",0.959529887,Weekday,114,Elland Road,League game,Keith Stroud,Match Report
Championship,26,Mon,01/01/2024,15:00,Norwich City,0.8,1–1,2.5,Southampton,"27,359","26,467",0.967396469,Weekday,194,Carrow Road,League game,Darren England,Match Report
Championship,26,Mon,01/01/2024,15:00,Bristol City,0.5,0–1,0.6,Millwall,"27,000","21,755",0.805740741,Weekday,126,Ashton Gate Stadium,League game,Tom Nield,Match Report
Championship,26,Mon,01/01/2024,15:00,Middlesbrough,1.6,1–3,2.1,Coventry City,"34,742","28,409",0.81771343,Weekday,182,Riverside Stadium,League game,David Webb,Match Report
Championship,26,Mon,01/01/2024,15:00,Leicester City,2,4–1,1,Huddersfield,"32,262","30,407",0.942502015,Weekday,96,King Power Stadium,League game,Samuel Allison,Match Report
Championship,26,Mon,01/01/2024,15:00,Swansea City,0.7,1–0,1.9,West Brom,"21,088","16,797",0.796519347,Weekday,152,Swansea.com Stadium,League game,Andrew Davies,Match Report
Championship,26,Mon,01/01/2024,15:00,QPR,0.8,1–2,0.5,Cardiff City,"18,436","16,849",0.91391842,Weekday,148,MATRADE Loftus Road Stadium,Rivalry,Andrew Kitchen,Match Report
Championship,26,Mon,01/01/2024,17:15,Sheffield Weds,1.2,3–1,0.9,Hull City,"39,732","27,489",0.691860465,Weekday,68,Hillsborough Stadium,League game,Darren Bond,Match Report
Championship,27,Fri,12/01/2024,20:00,Hull City,1,1–2,1.4,Norwich City,"25,586","24,103",0.942038615,Weekend,146,MKM Stadium,League game,Andrew Kitchen,Match Report
Championship,27,Sat,13/01/2024,12:30,Coventry City,1.4,3–1,1.1,Leicester City,"32,609","29,914",0.917354105,Weekend,25,Coventry Building Society Arena,Rivalry,Darren England,Match Report
Championship,27,Sat,13/01/2024,15:00,Rotherham Utd,0.2,0–1,0.3,Stoke City,"12,021","11,002",0.915231678,Weekend,58,AESSEAL New York Stadium,League game,Keith Stroud,Match Report
Championship,27,Sat,13/01/2024,15:00,Preston,2.1,2–0,0.8,Bristol City,"23,404","14,929",0.637882413,Weekend,195,Deepdale Stadium,League game,Samuel Barrott,Match Report
Championship,27,Sat,13/01/2024,15:00,Southampton,2.4,4–0,0.6,Sheffield Weds,"32,384","30,189",0.932219615,Weekend,225,St. Mary's Stadium,League game,Lewis Smith,Match Report
Championship,27,Sat,13/01/2024,15:00,Huddersfield,0.6,1–1,0.8,Plymouth Argyle,"24,121","20,253",0.839641806,Weekend,315,The John Smith's Stadium,League game,Tom Nield,Match Report
Championship,27,Sat,13/01/2024,15:00,Cardiff City,0.4,0–3,3.5,Leeds United,"33,280","25,991",0.780979567,Weekend,232,Cardiff City Stadium,Rivalry,Oliver Langford,Match Report
Championship,27,Sat,13/01/2024,15:00,West Brom,3.1,4–1,0.9,Blackburn,"26,850","24,409",0.909087523,Weekend,106,The Hawthorns,League game,Stephen Martin,Match Report
Championship,27,Sat,13/01/2024,15:00,Birmingham City,1.6,2–2,0.7,Swansea City,"29,409","21,116",0.718011493,Weekend,154,St. Andrew's @ Knighthead Park,League game,Matt Donohue,Match Report
Championship,27,Sat,13/01/2024,15:15,Millwall,1.1,1–3,2.3,Middlesbrough,"20,146","16,681",0.828005559,Weekend,263,The Den,League game,Andrew Davies,Match Report
Championship,27,Sat,13/01/2024,17:30,Ipswich Town,2.1,2–1,0.8,Sunderland,"29,673","29,291",0.987126344,Weekend,284,Portman Road Stadium,League game,Samuel Allison,Match Report
Championship,27,Sun,14/01/2024,12:00,QPR,1.4,1–2,0.5,Watford,"18,436","17,409",0.944293773,Weekend,15,MATRADE Loftus Road Stadium,League game,Simon Hooper,Match Report
Championship,28,Fri,19/01/2024,20:00,Sunderland,0.7,0–1,0.1,Hull City,"49,000","40,219",0.820795918,Weekend,125,Stadium of Light,League game,Robert Jones,Match Report
Championship,28,Sat,20/01/2024,12:30,Swansea City,2.2,1–3,3.3,Southampton,"21,088","17,356",0.823027314,Weekend,176,Swansea.com Stadium,League game,Oliver Langford,Match Report
Championship,28,Sat,20/01/2024,15:00,Norwich City,1.7,2–0,1.5,West Brom,"27,359","25,180",0.920355276,Weekend,168,Carrow Road,League game,Sunny Gill,Match Report
Championship,28,Sat,20/01/2024,15:00,Middlesbrough,0.9,1–1,0.8,Rotherham Utd,"34,742","26,140",0.752403431,Weekend,97,Riverside Stadium,League game,Darren Bond,Match Report
Championship,28,Sat,20/01/2024,15:00,QPR,1.8,2–0,0.2,Millwall,"18,436","17,184",0.93208939,Weekend,11,MATRADE Loftus Road Stadium,Rivalry,Lewis Smith,Match Report
Championship,28,Sat,20/01/2024,15:00,Blackburn,1.2,1–1,1.4,Huddersfield,"31,367","14,529",0.463193802,Weekend,43,Ewood Park,League game,James Linington,Match Report
Championship,28,Sat,20/01/2024,15:00,Stoke City,2.3,1–2,0.6,Birmingham City,"30,089","25,058",0.832796038,Weekend,46,Bet365 Stadium,League game,Samuel Barrott,Match Report
Championship,28,Sat,20/01/2024,15:00,Sheffield Weds,1.5,1–2,1.1,Coventry City,"39,732","28,129",0.707968388,Weekend,96,Hillsborough Stadium,League game,Anthony Backhouse,Match Report
Championship,28,Sat,20/01/2024,15:00,Bristol City,1.2,1–1,1.4,Watford,"27,000","23,611",0.874481481,Weekend,120,Ashton Gate Stadium,League game,Andrew Kitchen,Match Report
Championship,28,Sat,20/01/2024,15:00,Plymouth Argyle,1.7,3–1,1.2,Cardiff City,"17,900","16,471",0.920167598,Weekend,153,Home Park,League game,Mark Dwyer,Match Report
Championship,28,Sun,21/01/2024,12:00,Leeds United,2.6,2–1,1,Preston,"37,608","36,570",0.972399489,Weekend,68,Elland Road,League game,David Webb,Match Report
Championship,28,Mon,22/01/2024,20:00,Leicester City,1.2,1–1,1.2,Ipswich Town,"32,262","31,794",0.98549377,Weekday,123,King Power Stadium,League game,Joshua Smith,Match Report
Championship,29,Wed,24/01/2024,19:45,Leeds United,1.5,1–0,0.5,Norwich City,"37,608","34,380",0.914167198,Weekday,179,Elland Road,League game,Matt Donohue,Match Report
Championship,29,Sat,27/01/2024,15:00,Millwall,1.7,1–1,1.2,Preston,"20,146","14,744",0.731857441,Weekend,240,The Den,League game,John Busby,Match Report
Championship,29,Sat,27/01/2024,15:00,Sunderland,1.3,3–1,1,Stoke City,"49,000","41,394",0.84477551,Weekend,193,Stadium of Light,League game,Andrew Davies,Match Report
Championship,29,Sun,28/01/2024,13:30,QPR,0.4,1–1,1.9,Huddersfield,"18,436","16,483",0.894065958,Weekend,190,MATRADE Loftus Road Stadium,League game,Stephen Martin,Match Report
Championship,29,Tue,30/01/2024,19:45,Coventry City,1.2,2–2,0.8,Bristol City,"32,609","22,724",0.696862829,Weekday,102,Coventry Building Society Arena,League game,Leigh Doughty,Match Report
Championship,29,Tue,30/01/2024,19:45,Leicester City,3.2,3–1,1.5,Swansea City,"32,262","28,025",0.868669022,Weekday,194,King Power Stadium,League game,Keith Stroud,Match Report
Championship,29,Wed,31/01/2024,19:45,Sheffield Weds,1.4,0–0,0.9,Watford,"39,732","22,303",0.561335951,Weekday,154,Hillsborough Stadium,League game,Rebecca Welch,Match Report
Championship,30,Fri,02/02/2024,20:00,Bristol City,0.4,0–1,1.1,Leeds United,"27,000","25,429",0.941814815,Weekend,216,Ashton Gate Stadium,League game,Stephen Martin,Match Report
Championship,30,Sat,03/02/2024,15:00,Rotherham Utd,0.3,0–2,1.5,Southampton,"12,021","11,179",0.92995591,Weekend,209,AESSEAL New York Stadium,League game,Sunny Gill,Match Report
Championship,30,Sat,03/02/2024,15:00,Blackburn,1.5,1–2,1.2,QPR,"31,367","12,888",0.410877674,Weekend,225,Ewood Park,League game,Geoff Eltringham,Match Report
Championship,30,Sat,03/02/2024,15:00,Preston,0.7,3–2,2.6,Ipswich Town,"23,404","17,313",0.739745343,Weekend,254,Deepdale Stadium,League game,Graham Scott,Match Report
Championship,30,Sat,03/02/2024,15:00,Hull City,0.5,1–0,0.4,Millwall,"25,586","21,486",0.839756117,Weekend,202,MKM Stadium,League game,Anthony Backhouse,Match Report
Championship,30,Sat,03/02/2024,15:00,West Brom,0.7,1–0,0.7,Birmingham City,"26,850","24,353",0.907001862,Weekend,6,The Hawthorns,Rivalry,David Webb,Match Report
Championship,30,Sat,03/02/2024,15:00,Watford,1.1,0–1,0.5,Cardiff City,"22,220","19,739",0.888343834,Weekend,152,Vicarage Road Stadium,League game,John Busby,Match Report
Championship,30,Sat,03/02/2024,15:00,Swansea City,2.7,0–1,0.9,Plymouth Argyle,"21,088","16,965",0.804485964,Weekend,189,Swansea.com Stadium,League game,Samuel Allison,Match Report
Championship,30,Sat,03/02/2024,15:00,Huddersfield,1.9,4–0,0.5,Sheffield Weds,"24,121","21,067",0.873388334,Weekend,24,The John Smith's Stadium,League game,Matt Donohue,Match Report
Championship,30,Sat,03/02/2024,15:00,Stoke City,1.1,0–5,3.6,Leicester City,"30,089","22,657",0.752999435,Weekend,63,Bet365 Stadium,League game,Lewis Smith,Match Report
Championship,30,Sat,03/02/2024,15:00,Norwich City,1.5,2–1,1,Coventry City,"27,359","26,306",0.961511751,Weekend,143,Carrow Road,League game,Gavin Ward,Match Report
Championship,30,Sun,04/02/2024,12:00,Middlesbrough,1.6,1–1,1.1,Sunderland,"34,742","31,716",0.912900812,Weekend,31,Riverside Stadium,Rivalry,Darren England,Match Report
Championship,31,Fri,09/02/2024,20:00,Sheffield Weds,1.5,2–0,1.8,Birmingham City,"39,732","25,431",0.640063425,Weekend,88,Hillsborough Stadium,League game,Andrew Davies,Match Report
Championship,31,Sat,10/02/2024,12:30,Ipswich Town,1.9,2–2,0.4,West Brom,"29,673","29,016",0.977858659,Weekend,157,Portman Road Stadium,League game,David Coote,Match Report
Championship,31,Sat,10/02/2024,15:00,QPR,1,2–2,1.3,Norwich City,"18,436","17,831",0.967183771,Weekend,124,MATRADE Loftus Road Stadium,League game,Ben Toner,Match Report
Championship,31,Sat,10/02/2024,15:00,Cardiff City,0.7,0–2,0.6,Preston,"33,280","18,763",0.563792067,Weekend,210,Cardiff City Stadium,League game,Dean Whitestone,Match Report
Championship,31,Sat,10/02/2024,15:00,Hull City,0.7,0–1,0.7,Swansea City,"25,586","21,017",0.82142578,Weekend,282,MKM Stadium,League game,Geoff Eltringham,Match Report
Championship,31,Sat,10/02/2024,15:00,Sunderland,0.9,3–1,0.5,Plymouth Argyle,"49,000","41,269",0.84222449,Weekend,402,Stadium of Light,League game,Anthony Backhouse,Match Report
Championship,31,Sat,10/02/2024,15:00,Blackburn,1.9,3–1,1.2,Stoke City,"31,367","15,104",0.48152517,Weekend,72,Ewood Park,League game,Gavin Ward,Match Report
Championship,31,Sat,10/02/2024,15:00,Watford,1.1,1–2,1.5,Leicester City,"22,220","20,597",0.926957696,Weekend,89,Vicarage Road Stadium,League game,Oliver Langford,Match Report
Championship,31,Sat,10/02/2024,15:00,Southampton,1.5,5–3,1.2,Huddersfield,"32,384","29,863",0.922152915,Weekend,236,St. Mary's Stadium,League game,David Webb,Match Report
Championship,31,Sat,10/02/2024,15:00,Leeds United,2.8,3–0,0.3,Rotherham Utd,"37,608","35,261",0.937593065,Weekend,33,Elland Road,League game,Andy Madley,Match Report
Championship,31,Sat,10/02/2024,15:00,Middlesbrough,1.8,1–2,1.4,Bristol City,"34,742","24,881",0.716164872,Weekend,270,Riverside Stadium,League game,Samuel Allison,Match Report
Championship,31,Sun,11/02/2024,12:00,Coventry City,1.9,2–1,0.9,Millwall,"32,609","24,168",0.741145083,Weekend,103,Coventry Building Society Arena,League game,Andrew Kitchen,Match Report
Championship,32,Tue,13/02/2024,19:45,Leicester City,1.9,2–0,0.5,Sheffield Weds,"32,262","31,550",0.977930692,Weekday,70,King Power Stadium,League game,Tom Nield,Match Report
Championship,32,Tue,13/02/2024,19:45,Swansea City,0.5,0–4,1.9,Leeds United,"21,088","17,897",0.848681715,Weekday,226,Swansea.com Stadium,League game,David Webb,Match Report
Championship,32,Tue,13/02/2024,19:45,Birmingham City,1.6,1–0,0.6,Blackburn,"29,409","18,117",0.616035907,Weekday,112,St. Andrew's @ Knighthead Park,League game,Thomas Kirk,Match Report
Championship,32,Tue,13/02/2024,19:45,Norwich City,1.9,4–2,1.5,Watford,"27,359","25,325",0.925655177,Weekday,128,Carrow Road,League game,Stuart Attwell,Match Report
Championship,32,Tue,13/02/2024,19:45,Rotherham Utd,0.5,1–2,1.5,Hull City,"12,021","10,668",0.887446968,Weekday,63,AESSEAL New York Stadium,League game,Leigh Doughty,Match Report
Championship,32,Tue,13/02/2024,20:00,West Brom,1.9,2–0,0.7,Cardiff City,"26,850","23,541",0.876759777,Weekday,109,The Hawthorns,League game,Rebecca Welch,Match Report
Championship,32,Tue,13/02/2024,20:00,Bristol City,1.2,3–1,1.8,Southampton,"27,000","24,661",0.91337037,Weekday,77,Ashton Gate Stadium,League game,Matt Donohue,Match Report
Championship,32,Wed,14/02/2024,19:45,Preston,1.1,2–1,1,Middlesbrough,"23,404","15,282",0.652965305,Weekday,103,Deepdale Stadium,League game,Tony Harrington,Match Report
Championship,32,Wed,14/02/2024,19:45,Huddersfield,1.4,1–0,0.8,Sunderland,"24,121","19,550",0.810497077,Weekday,122,The John Smith's Stadium,League game,Gavin Ward,Match Report
Championship,32,Wed,14/02/2024,19:45,Plymouth Argyle,1.2,2–2,2.4,Coventry City,"17,900","16,799",0.93849162,Weekday,220,Home Park,League game,Keith Stroud,Match Report
Championship,32,Wed,14/02/2024,19:45,Stoke City,0.7,1–0,0.5,QPR,"30,089","19,307",0.641663066,Weekday,157,Bet365 Stadium,League game,Andrew Kitchen,Match Report
Championship,32,Wed,14/02/2024,20:00,Millwall,0.9,0–4,1.7,Ipswich Town,"20,146","15,890",0.788742182,Weekday,82,The Den,League game,Samuel Barrott,Match Report
Championship,33,Fri,16/02/2024,20:00,West Brom,0.7,0–2,1.5,Southampton,"26,850","25,066",0.933556797,Weekend,147,The Hawthorns,League game,Samuel Allison,Match Report
Championship,33,Sat,17/02/2024,12:30,Plymouth Argyle,0.9,0–2,0.9,Leeds United,"17,900","16,818",0.939553073,Weekend,325,Home Park,League game,Matt Donohue,Match Report
Championship,33,Sat,17/02/2024,15:00,Birmingham City,1.3,2–1,1.1,Sunderland,"29,409","27,449",0.933353735,Weekend,204,St. Andrew's @ Knighthead Park,League game,Steve Martin,Match Report
Championship,33,Sat,17/02/2024,15:00,Preston,1.1,2–2,0.8,Blackburn,"23,404","20,924",0.894035208,Weekend,14,Deepdale Stadium,Rivalry,David Webb,Match Report
Championship,33,Sat,17/02/2024,15:00,Norwich City,2.5,4–1,0.4,Cardiff City,"27,359","25,902",0.94674513,Weekend,266,Carrow Road,League game,Darren Bond,Match Report
Championship,33,Sat,17/02/2024,15:00,Leicester City,2.1,1–2,1,Middlesbrough,"32,262","31,487",0.975977931,Weekend,153,King Power Stadium,League game,Chris Kavanagh,Match Report
Championship,33,Sat,17/02/2024,15:00,Stoke City,0.7,0–1,1.3,Coventry City,"30,089","22,866",0.759945495,Weekend,62,Bet365 Stadium,League game,James Bell,Match Report
Championship,33,Sat,17/02/2024,15:00,Bristol City,0.6,0–1,0.9,QPR,"27,000","23,619",0.874777778,Weekend,118,Ashton Gate Stadium,League game,Samuel Barrott,Match Report
Championship,33,Sat,17/02/2024,15:00,Rotherham Utd,1.4,0–1,0.3,Watford,"12,021","10,143",0.843773397,Weekend,149,AESSEAL New York Stadium,League game,Andrew Kitchen,Match Report
Championship,33,Sat,17/02/2024,15:00,Millwall,0.4,0–2,1.2,Sheffield Weds,"20,146","17,041",0.845875112,Weekend,167,The Den,League game,Geoff Eltringham,Match Report
Championship,33,Sat,17/02/2024,15:00,Huddersfield,0.7,1–2,0.7,Hull City,"24,121","19,947",0.826955765,Weekend,71,The John Smith's Stadium,League game,Rebecca Welch,Match Report
Championship,33,Sat,17/02/2024,15:00,Swansea City,1.4,1–2,1.3,Ipswich Town,"21,088","16,647",0.789406297,Weekend,279,Swansea.com Stadium,League game,John Busby,Match Report
Championship,29,Tue,20/02/2024,19:45,Cardiff City,0.6,0–0,0.4,Blackburn,"33,280","17,131",0.514753606,Weekday,214,Cardiff City Stadium,League game,Leigh Doughty,Match Report
Championship,29,Tue,20/02/2024,19:45,Plymouth Argyle,0.1,0–3,2.1,West Brom,"17,900","16,310",0.911173184,Weekday,205,Home Park,League game,Tom Nield,Match Report
Championship,29,Tue,20/02/2024,19:45,Ipswich Town,2,4–3,1.7,Rotherham Utd,"29,673","28,026",0.944494995,Weekday,175,Portman Road Stadium,League game,Keith Stroud,Match Report
Championship,29,Tue,20/02/2024,19:45,Southampton,1.5,1–2,1.8,Hull City,"32,384","26,834",0.828619071,Weekday,243,St. Mary's Stadium,League game,Oliver Langford,Match Report
Championship,34,Fri,23/02/2024,19:45,Coventry City,0.8,0–3,1.4,Preston,"32,609","24,500",0.751326321,Weekend,125,Coventry Building Society Arena,League game,Andrew Davies,Match Report
Championship,34,Fri,23/02/2024,20:00,Leeds United,1.3,3–1,1.6,Leicester City,"37,608","36,954",0.982610083,Weekend,101,Elland Road,League game,Craig Pawson,Match Report
Championship,34,Sat,24/02/2024,12:30,Hull City,0.6,1–1,1,West Brom,"25,586","22,654",0.885406081,Weekend,130,MKM Stadium,League game,Stephen Martin,Match Report
Championship,34,Sat,24/02/2024,15:00,Sheffield Weds,1.2,2–1,0.6,Bristol City,"39,732","26,328",0.662639686,Weekend,187,Hillsborough Stadium,League game,Thomas Kirk,Match Report
Championship,34,Sat,24/02/2024,15:00,Southampton,1.5,1–2,1.1,Millwall,"32,384","30,629",0.945806571,Weekend,85,St. Mary's Stadium,League game,Thomas Bramall,Match Report
Championship,34,Sat,24/02/2024,15:00,Blackburn,1,1–1,0.7,Norwich City,"31,367","12,956",0.413045557,Weekend,222,Ewood Park,League game,Oliver Langford,Match Report
Championship,34,Sat,24/02/2024,15:00,Sunderland,1.1,1–2,2.2,Swansea City,"49,000","41,777",0.852591837,Weekend,323,Stadium of Light,League game,Keith Stroud,Match Report
Championship,34,Sat,24/02/2024,15:00,Middlesbrough,0.5,0–2,1.9,Plymouth Argyle,"34,742","25,578",0.736227045,Weekend,386,Riverside Stadium,League game,Sunny Gill,Match Report
Championship,34,Sat,24/02/2024,15:00,Watford,1.2,1–2,0.8,Huddersfield,"22,220","18,970",0.853735374,Weekend,175,Vicarage Road Stadium,League game,Ben Toner,Match Report
Championship,34,Sat,24/02/2024,15:00,QPR,1.1,2–1,0.9,Rotherham Utd,"18,436","16,351",0.886906053,Weekend,167,MATRADE Loftus Road Stadium,League game,Matt Donohue,Match Report
Championship,34,Sat,24/02/2024,15:00,Ipswich Town,2.4,3–1,0.5,Birmingham City,"29,673","29,363",0.989552792,Weekend,152,Portman Road Stadium,League game,Gavin Ward,Match Report
Championship,34,Sat,24/02/2024,15:00,Cardiff City,0.5,2–1,1.9,Stoke City,"33,280","18,976",0.570192308,Weekend,147,Cardiff City Stadium,League game,Anthony Backhouse,Match Report
Championship,35,Fri,01/03/2024,20:00,West Brom,0.4,2–1,1.7,Coventry City,"26,850","24,839",0.925102421,Weekend,27,The Hawthorns,League game,Lewis Smith,Match Report
Championship,35,Sat,02/03/2024,12:30,Huddersfield,1.2,1–1,1.9,Leeds United,"24,121","22,351",0.926619958,Weekend,13,The John Smith's Stadium,Rivalry,Andrew Kitchen,Match Report
Championship,35,Sat,02/03/2024,12:30,Bristol City,0.7,0–1,0.3,Cardiff City,"27,000","24,035",0.890185185,Weekend,44,Ashton Gate Stadium,Rivalry,Samuel Allison,Match Report
Championship,35,Sat,02/03/2024,15:00,Millwall,0.5,1–0,0.6,Watford,"20,146","17,847",0.885883054,Weekend,23,The Den,League game,Gavin Ward,Match Report
Championship,35,Sat,02/03/2024,15:00,Stoke City,1.2,2–0,0.6,Middlesbrough,"30,089","21,673",0.720296454,Weekend,166,Bet365 Stadium,League game,John Busby,Match Report
Championship,35,Sat,02/03/2024,15:00,Swansea City,0.6,2–1,0.6,Blackburn,"21,088","15,369",0.728803111,Weekend,206,Swansea.com Stadium,League game,Rebecca Welch,Match Report
Championship,35,Sat,02/03/2024,15:00,Birmingham City,0.8,3–4,2.4,Southampton,"29,409","21,611",0.734843075,Weekend,134,St. Andrew's @ Knighthead Park,League game,James Bell,Match Report
Championship,35,Sat,02/03/2024,15:00,Norwich City,1.3,1–0,0.6,Sunderland,"27,359","26,668",0.974743229,Weekend,261,Carrow Road,League game,Thomas Kirk,Match Report
Championship,35,Sat,02/03/2024,15:00,Plymouth Argyle,0.5,0–2,1,Ipswich Town,"17,900","16,871",0.942513966,Weekend,310,Home Park,League game,Joshua Smith,Match Report
Championship,35,Sat,02/03/2024,15:00,Leicester City,1,1–2,1,QPR,"32,262","31,439",0.974490112,Weekend,102,King Power Stadium,League game,Andrew Davies,Match Report
Championship,35,Sat,02/03/2024,15:00,Rotherham Utd,0.3,0–1,1.6,Sheffield Weds,"12,021","11,541",0.960069878,Weekend,8,AESSEAL New York Stadium,Rivalry,David Webb,Match Report
Championship,35,Sat,02/03/2024,15:00,Preston,1,0–0,0.8,Hull City,"23,404","16,997",0.726243377,Weekend,121,Deepdale Stadium,League game,Thomas Bramall,Match Report
Championship,36,Tue,05/03/2024,19:45,Coventry City,2,5–0,0.9,Rotherham Utd,"32,609","22,092",0.677481677,Weekday,87,Coventry Building Society Arena,League game,John Busby,Match Report
Championship,36,Tue,05/03/2024,19:45,Hull City,1.4,1–1,0.4,Birmingham City,"25,586","20,398",0.797232862,Weekday,133,MKM Stadium,League game,Keith Stroud,Match Report
Championship,36,Tue,05/03/2024,19:45,Leeds United,2.3,1–0,0.9,Stoke City,"37,608","36,118",0.96038077,Weekday,94,Elland Road,League game,Oliver Langford,Match Report
Championship,36,Tue,05/03/2024,19:45,Sheffield Weds,1.7,1–0,0.6,Plymouth Argyle,"39,732","23,037",0.579809725,Weekday,287,Hillsborough Stadium,League game,Stephen Martin,Match Report
Championship,36,Tue,05/03/2024,19:45,Sunderland,0.7,0–1,1.3,Leicester City,"49,000","40,293",0.822306122,Weekday,192,Stadium of Light,League game,Sunny Gill,Match Report
Championship,36,Tue,05/03/2024,19:45,Blackburn,0.6,1–1,0.3,Millwall,"31,367","11,711",0.373354162,Weekday,228,Ewood Park,League game,Jeremy Simpson,Match Report
Championship,36,Tue,05/03/2024,20:00,Ipswich Town,2.8,3–2,0.9,Bristol City,"29,673","28,001",0.943652479,Weekday,209,Portman Road Stadium,League game,David Webb,Match Report
Championship,36,Wed,06/03/2024,19:45,Watford,2.8,1–1,1.7,Swansea City,"22,220","16,440",0.739873987,Weekday,188,Vicarage Road Stadium,League game,Tom Nield,Match Report
Championship,36,Wed,06/03/2024,19:45,Cardiff City,0.6,1–0,1.7,Huddersfield,"33,280","17,243",0.51811899,Weekday,229,Cardiff City Stadium,League game,Matt Donohue,Match Report
Championship,36,Wed,06/03/2024,19:45,Middlesbrough,1.6,3–1,1,Norwich City,"34,742","23,545",0.677709976,Weekday,230,Riverside Stadium,League game,Robert Madley,Match Report
Championship,36,Wed,06/03/2024,20:00,QPR,2.3,2–2,0.2,West Brom,"18,436","16,818",0.912236928,Weekday,123,MATRADE Loftus Road Stadium,League game,Geoff Eltringham,Match Report
Championship,37,Fri,08/03/2024,20:00,Sheffield Weds,0.8,0–2,2,Leeds United,"39,732","30,032",0.755864291,Weekend,32,Hillsborough Stadium,Rivalry,Samuel Allison,Match Report
Championship,37,Sat,09/03/2024,12:30,Cardiff City,2.4,2–1,0.6,Ipswich Town,"33,280","21,771",0.654176683,Weekend,242,Cardiff City Stadium,League game,Oliver Langford,Match Report
Championship,37,Sat,09/03/2024,15:00,Norwich City,1.8,5–0,0,Rotherham Utd,"27,359","26,111",0.954384298,Weekend,207,Carrow Road,League game,Charles Breakspear,Match Report
Championship,37,Sat,09/03/2024,15:00,Preston,0.4,1–2,1.4,Stoke City,"23,404","17,253",0.737181678,Weekend,69,Deepdale Stadium,League game,Joshua Smith,Match Report
Championship,37,Sat,09/03/2024,15:00,Southampton,3.2,4–2,0.6,Sunderland,"32,384","30,869",0.953217638,Weekend,326,St. Mary's Stadium,League game,Stuart Attwell,Match Report
Championship,37,Sat,09/03/2024,15:00,Blackburn,1.2,1–1,2.2,Plymouth Argyle,"31,367","14,108",0.449772053,Weekend,307,Ewood Park,League game,Andrew Kitchen,Match Report
Championship,37,Sat,09/03/2024,15:00,Watford,1,1–2,1.2,Coventry City,"22,220","18,907",0.85090009,Weekend,84,Vicarage Road Stadium,League game,Robert Madley,Match Report
Championship,37,Sat,09/03/2024,15:00,QPR,0.6,0–2,0.5,Middlesbrough,"18,436","16,689",0.905239748,Weekend,250,MATRADE Loftus Road Stadium,League game,Leigh Doughty,Match Report
Championship,37,Sat,09/03/2024,15:00,Millwall,0.8,1–0,1.1,Birmingham City,"20,146","17,008",0.844237069,Weekend,126,The Den,League game,Darren Bond,Match Report
Championship,37,Sat,09/03/2024,15:00,Hull City,1.2,2–2,2,Leicester City,"25,586","24,605",0.96165872,Weekend,97,MKM Stadium,League game,Samuel Barrott,Match Report
Championship,37,Sun,10/03/2024,12:00,Huddersfield,1.6,1–4,1.6,West Brom,"24,121","19,383",0.80357365,Weekend,115,The John Smith's Stadium,League game,David Webb,Match Report
Championship,37,Sun,10/03/2024,12:30,Bristol City,0.5,1–0,0.6,Swansea City,"27,000","20,995",0.777592593,Weekend,80,Ashton Gate Stadium,League game,Matt Donohue,Match Report
Championship,29,Tue,12/03/2024,19:45,Birmingham City,0.4,0–1,1.3,Middlesbrough,"29,409","17,829",0.606242987,Weekday,177,St. Andrew's @ Knighthead Park,League game,Andrew Davies,Match Report
