Round,Wk,Day,Date,Time,Home,xG,Score,xG2,Away,Stadium Capacity,Attendance,Attendance percentage,Day3,Distance travelled by away supporters (miles),Venue,Importance of the game,Referee,Match Report
Championship,1,Fri,29/07/2022,20:00,Huddersfield,0.1,0–1,1.1,Burnley,24121,"20,206",0.837693296,Weekend,26,The John Smith's Stadium,First Matchday,James Linington,Match Report
Championship,1,Sat,30/07/2022,15:00,Millwall,0.8,2–0,0.2,Stoke City,20146,"15,341",0.761491115,Weekend,180,The Den,First Matchday,Keith Stroud,Match Report
Championship,1,Sat,30/07/2022,15:00,Wigan Athletic,1.7,0–0,1.1,Preston,25138,"15,429",0.613771979,Weekend,19,The DW Stadium,First Matchday,Robert Madley,Match Report
Championship,1,Sat,30/07/2022,15:00,Rotherham Utd,0.6,1–1,0.6,Swansea City,12021,"10,454",0.869644788,Weekend,234,AESSEAL New York Stadium,First Matchday,Matt Donohue,Match Report
Championship,1,Sat,30/07/2022,15:00,Luton Town,1.4,0–0,0.7,Birmingham City,12056,"9,921",0.822909754,Weekend,81,Kenilworth Road Stadium,First Matchday,Graham Scott,Match Report
Championship,1,Sat,30/07/2022,15:00,Hull City,1.5,2–1,1,Bristol City,25586,"16,667",0.651410928,Weekend,231,MKM Stadium,First Matchday,Dean Whitestone,Match Report
Championship,1,Sat,30/07/2022,15:00,Cardiff City,0.1,1–0,0.3,Norwich City,33280,"19,969",0.600030048,Weekend,270,Cardiff City Stadium,First Matchday,Tim Robinson,Match Report
Championship,1,Sat,30/07/2022,15:00,Blackpool,0.7,1–0,1.3,Reading,17338,"10,831",0.624697197,Weekend,239,Bloomfield Road,First Matchday,David Webb,Match Report
Championship,1,Sat,30/07/2022,15:00,Blackburn,0.3,1–0,0.1,QPR,31367,"14,315",0.456371346,Weekend,225,Ewood Park,First Matchday,Thomas Bramall,Match Report
Championship,1,Sat,30/07/2022,17:30,Middlesbrough,1.5,1–1,1.1,West Brom,34742,"26,567",0.76469403,Weekend,176,Riverside Stadium,First Matchday,Tony Harrington,Match Report
Championship,1,Sun,31/07/2022,12:00,Sunderland,0.7,1–1,0.7,Coventry City,49000,"40,851",0.833693878,Weekend,207,Stadium of Light,First Matchday,Darren Bond,Match Report
Championship,1,Mon,01/08/2022,20:00,Watford,1.1,1–0,0.2,Sheffield Utd,22220,"19,536",0.879207921,Weekday,145,Vicarage Road Stadium,First Matchday,Joshua Smith,Match Report
Championship,2,Fri,05/08/2022,19:45,Birmingham City,1.2,2–1,0.9,Huddersfield,29409,"17,065",0.580264545,Weekend,110,St. Andrew's @ Knighthead Park,First home game,Gavin Ward,Match Report
Championship,2,Sat,06/08/2022,12:30,Norwich City,1.2,1–1,0.6,Wigan Athletic,27359,"25,595",0.935523959,Weekend,247,Carrow Road,First home game,Matt Donohue,Match Report
Championship,2,Sat,06/08/2022,15:00,Bristol City,1.9,2–3,1.2,Sunderland,27000,"24,543",0.909,Weekend,300,Ashton Gate Stadium,First home game,Keith Stroud,Match Report
Championship,2,Sat,06/08/2022,15:00,Preston,1.7,0–0,0.2,Hull City,23404,"15,816",0.675781918,Weekend,121,Deepdale Stadium,First home game,Jeremy Simpson,Match Report
Championship,2,Sat,06/08/2022,15:00,Sheffield Utd,2.4,2–0,1.1,Millwall,32050,"27,738",0.865460218,Weekend,182,Bramall Lane,First home game,David Coote,Match Report
Championship,2,Sat,06/08/2022,15:00,QPR,1.4,3–2,1.3,Middlesbrough,18436,"15,796",0.856801909,Weekend,250,MATRADE Loftus Road Stadium,First home game,Joshua Smith,Match Report
Championship,2,Sat,06/08/2022,15:00,Stoke City,1.9,2–0,1.1,Blackpool,30089,"23,612",0.784738609,Weekend,87,Bet365 Stadium,First home game,Robert Madley,Match Report
Championship,2,Sat,06/08/2022,15:00,Reading,1.4,2–1,0.5,Cardiff City,24161,"13,866",0.573900087,Weekend,112,Select Car Leasing Stadium,First home game,Darren England,Match Report
Championship,2,Sat,06/08/2022,15:00,Burnley,0.5,1–1,1.3,Luton Town,21944,"19,628",0.894458622,Weekend,199,Turf Moor,First home game,Darren Bond,Match Report
Championship,2,Sat,06/08/2022,15:00,Swansea City,0.4,0–3,0.5,Blackburn,21088,"16,632",0.788694992,Weekend,206,Swansea.com Stadium,First home game,Steve Martin,Match Report
Championship,2,Mon,08/08/2022,20:00,West Brom,2.3,1–1,1,Watford,26850,"22,365",0.832960894,Weekday,109,The Hawthorns,First home game,Tim Robinson,Match Report
Championship,3,Fri,12/08/2022,20:00,Watford,0.3,1–0,0.5,Burnley,22220,"19,225",0.865211521,Weekend,216,Vicarage Road Stadium,League game,Thomas Bramall,Match Report
Championship,3,Sat,13/08/2022,12:30,Cardiff City,2.6,1–0,0.1,Birmingham City,33280,"18,893",0.567698317,Weekend,110,Cardiff City Stadium,League game,Darren Bond,Match Report
Championship,3,Sat,13/08/2022,15:00,Hull City,1.1,2–1,1.5,Norwich City,25586,"17,028",0.665520206,Weekend,146,MKM Stadium,League game,James Linington,Match Report
Championship,3,Sat,13/08/2022,15:00,Huddersfield,1.7,3–1,2.2,Stoke City,24121,"18,618",0.771858546,Weekend,61,The John Smith's Stadium,League game,Matt Donohue,Match Report
Championship,3,Sat,13/08/2022,15:00,Luton Town,1.2,0–1,0.4,Preston,12056,"9,740",0.807896483,Weekend,191,Kenilworth Road Stadium,League game,Dean Whitestone,Match Report
Championship,3,Sat,13/08/2022,15:00,Millwall,1.6,3–2,1.3,Coventry City,20146,"13,880",0.688970515,Weekend,103,The Den,League game,Robert Madley,Match Report
Championship,3,Sat,13/08/2022,15:00,Blackpool,1.2,0–1,1.5,Swansea City,17338,"11,519",0.664378821,Weekend,220,Bloomfield Road,League game,Andy Woolmer,Match Report
Championship,3,Sat,13/08/2022,15:00,Sunderland,1.6,2–2,1.3,QPR,49000,"37,884",0.773142857,Weekend,287,Stadium of Light,League game,Jeremy Simpson,Match Report
Championship,3,Sat,13/08/2022,15:00,Rotherham Utd,2.1,4–0,0.8,Reading,12021,"9,263",0.770568172,Weekend,184,AESSEAL New York Stadium,League game,Steve Martin,Match Report
Championship,3,Sat,13/08/2022,15:00,Wigan Athletic,1.8,1–1,1,Bristol City,25138,"9,822",0.390723208,Weekend,177,The DW Stadium,League game,John Busby,Match Report
Championship,3,Sun,14/08/2022,14:00,Middlesbrough,1.7,2–2,0.5,Sheffield Utd,34742,"26,056",0.749985608,Weekend,101,Riverside Stadium,League game,Andre Marriner,Match Report
Championship,3,Sun,14/08/2022,15:00,Blackburn,0.4,2–1,1,West Brom,31367,"14,970",0.477253164,Weekend,107,Ewood Park,League game,Joshua Smith,Match Report
Championship,4,Tue,16/08/2022,19:45,Burnley,2.3,1–1,0.9,Hull City,21944,"18,209",0.829794021,Weekday,113,Turf Moor,League game,Robert Madley,Match Report
Championship,4,Tue,16/08/2022,19:45,Bristol City,1.6,2–0,0.9,Luton Town,27000,"17,329",0.641814815,Weekday,122,Ashton Gate Stadium,League game,Leigh Doughty,Match Report
Championship,4,Tue,16/08/2022,19:45,Swansea City,1.5,2–2,1.5,Millwall,21088,"16,068",0.761949924,Weekday,195,Swansea.com Stadium,League game,Gavin Ward,Match Report
Championship,4,Tue,16/08/2022,19:45,Norwich City,1.5,2–1,1,Huddersfield,27359,"25,369",0.927263423,Weekday,175,Carrow Road,League game,Joshua Smith,Match Report
Championship,4,Tue,16/08/2022,19:45,Preston,2.1,0–0,0.3,Rotherham Utd,23404,"14,479",0.618654931,Weekday,94,Deepdale Stadium,League game,Oliver Langford,Match Report
Championship,4,Tue,16/08/2022,19:45,Birmingham City,0.5,1–1,0.9,Watford,29409,"16,811",0.571627733,Weekday,104,St. Andrew's @ Knighthead Park,League game,David Webb,Match Report
Championship,4,Tue,16/08/2022,20:00,QPR,0.8,0–1,1.1,Blackpool,18436,"12,575",0.68208939,Weekday,242,MATRADE Loftus Road Stadium,League game,Andrew Davies,Match Report
Championship,4,Wed,17/08/2022,19:45,Stoke City,0.9,2–2,1.9,Middlesbrough,30089,"18,345",0.609691249,Weekday,166,Bet365 Stadium,League game,Michael Salisbury,Match Report
Championship,4,Wed,17/08/2022,20:00,Sheffield Utd,2.1,2–1,0.2,Sunderland,32050,"28,197",0.879781591,Weekday,133,Bramall Lane,League game,James Linington,Match Report
Championship,4,Wed,17/08/2022,20:00,West Brom,0.9,0–0,0.3,Cardiff City,26850,"21,820",0.812662942,Weekday,109,The Hawthorns,League game,Andy Madley,Match Report
Championship,4,Wed,17/08/2022,20:00,Reading,1.2,3–0,0.5,Blackburn,24161,"11,780",0.487562601,Weekday,227,Select Car Leasing Stadium,League game,Keith Stroud,Match Report
Championship,5,Fri,19/08/2022,20:00,Norwich City,1.2,2–0,1,Millwall,27359,"26,214",0.958149055,Weekend,118,Carrow Road,League game,Robert Jones,Match Report
Championship,5,Sat,20/08/2022,15:00,Stoke City,0.9,0–1,1,Sunderland,30089,"21,230",0.705573465,Weekend,193,Bet365 Stadium,League game,Oliver Langford,Match Report
Championship,5,Sat,20/08/2022,15:00,West Brom,2,5–2,1.1,Hull City,26850,"22,003",0.819478585,Weekend,140,The Hawthorns,League game,James Bell,Match Report
Championship,5,Sat,20/08/2022,15:00,Birmingham City,0.9,0–1,0.4,Wigan Athletic,29409,"16,013",0.544493182,Weekend,92,St. Andrew's @ Knighthead Park,League game,Andrew Davies,Match Report
Championship,5,Sat,20/08/2022,15:00,Sheffield Utd,3.3,3–0,0.1,Blackburn,32050,"27,850",0.868954758,Weekend,65,Bramall Lane,League game,Leigh Doughty,Match Report
Championship,5,Sat,20/08/2022,15:00,Reading,0.5,1–0,1.3,Middlesbrough,24161,"12,318",0.509829891,Weekend,274,Select Car Leasing Stadium,League game,James Linington,Match Report
Championship,5,Sat,20/08/2022,15:00,Swansea City,1.4,0–2,0.5,Luton Town,21088,"16,323",0.774042109,Weekend,191,Swansea.com Stadium,League game,John Busby,Match Report
Championship,5,Sat,20/08/2022,15:00,Burnley,1.1,3–3,2.2,Blackpool,21944,"20,620",0.939664601,Weekend,38,Turf Moor,Rivalry,Keith Stroud,Match Report
Championship,5,Sat,20/08/2022,15:00,QPR,1.5,1–1,0.5,Rotherham Utd,18436,"12,230",0.663376003,Weekend,167,MATRADE Loftus Road Stadium,League game,Andy Woolmer,Match Report
Championship,5,Sat,20/08/2022,15:00,Preston,0.7,0–0,1.2,Watford,23404,"15,317",0.654460776,Weekend,206,Deepdale Stadium,League game,Darren Bond,Match Report
Championship,5,Sun,21/08/2022,12:00,Bristol City,1.5,2–0,0.7,Cardiff City,27000,"21,649",0.801814815,Weekend,44,Ashton Gate Stadium,Rivalry,Thomas Bramall,Match Report
Championship,6,Fri,26/08/2022,20:00,Luton Town,1,1–1,0.7,Sheffield Utd,12056,"9,882",0.819674851,Weekend,127,Kenilworth Road Stadium,League game,David Webb,Match Report
Championship,6,Sat,27/08/2022,12:30,Sunderland,1.8,0–1,1.8,Norwich City,49000,"36,440",0.743673469,Weekend,258,Stadium of Light,League game,Tim Robinson,Match Report
Championship,6,Sat,27/08/2022,15:00,Blackpool,1.7,3–3,2,Bristol City,17338,"10,804",0.623139924,Weekend,212,Bloomfield Road,League game,Jeremy Simpson,Match Report
Championship,6,Sat,27/08/2022,15:00,Huddersfield,0.9,2–2,1.8,West Brom,24121,"18,696",0.775092243,Weekend,115,The John Smith's Stadium,League game,Andrew Davies,Match Report
Championship,6,Sat,27/08/2022,15:00,Cardiff City,1.1,0–0,0.2,Preston,33280,"17,922",0.538521635,Weekend,210,Cardiff City Stadium,League game,Andy Woolmer,Match Report
Championship,6,Sat,27/08/2022,15:00,Watford,1.1,2–3,1.1,QPR,22220,"19,977",0.899054905,Weekend,15,Vicarage Road Stadium,League game,Keith Stroud,Match Report
Championship,6,Sat,27/08/2022,15:00,Millwall,0.7,0–1,1.3,Reading,20146,"14,352",0.712399484,Weekend,47,The Den,League game,Chris Kavanagh,Match Report
Championship,6,Sat,27/08/2022,15:00,Middlesbrough,0.9,2–1,1.2,Swansea City,34742,"23,672",0.681365494,Weekend,322,Riverside Stadium,League game,Robert Madley,Match Report
Championship,6,Sat,27/08/2022,15:00,Blackburn,1.2,0–1,0.6,Stoke City,31367,"13,371",0.426276023,Weekend,72,Ewood Park,League game,Leigh Doughty,Match Report
Championship,6,Sat,27/08/2022,15:00,Rotherham Utd,2.9,2–0,1.1,Birmingham City,12021,"11,027",0.917311372,Weekend,84,AESSEAL New York Stadium,League game,Gavin Ward,Match Report
Championship,6,Sat,27/08/2022,15:00,Hull City,3,3–2,2.9,Coventry City,25586,"17,874",0.698585164,Weekend,121,MKM Stadium,League game,Oliver Langford,Match Report
Championship,6,Sat,27/08/2022,15:00,Wigan Athletic,1.8,1–5,0.9,Burnley,25138,"14,506",0.577054658,Weekend,35,The DW Stadium,League game,James Bell,Match Report
Championship,7,Tue,30/08/2022,19:45,Birmingham City,0.7,1–2,1.5,Norwich City,29409,"16,156",0.549355639,Weekday,161,St. Andrew's @ Knighthead Park,League game,Keith Stroud,Match Report
Championship,7,Tue,30/08/2022,19:45,QPR,1.3,3–1,0.9,Hull City,18436,"12,716",0.68973747,Weekday,185,MATRADE Loftus Road Stadium,League game,Steve Martin,Match Report
Championship,7,Tue,30/08/2022,19:45,Cardiff City,1.5,1–2,1.7,Luton Town,33280,"7,202",0.21640625,Weekday,154,Cardiff City Stadium,League game,James Linington,Match Report
Championship,7,Tue,30/08/2022,19:45,Wigan Athletic,0.5,1–1,0.5,West Brom,25138,"10,526",0.418728618,Weekday,86,The DW Stadium,League game,Andy Woolmer,Match Report
Championship,7,Tue,30/08/2022,19:45,Sheffield Utd,2,4–0,0.1,Reading,32050,"27,810",0.867706708,Weekday,180,Bramall Lane,League game,Gavin Ward,Match Report
Championship,7,Tue,30/08/2022,19:45,Burnley,2.6,2–0,1.3,Millwall,21944,"18,732",0.853627415,Weekday,255,Turf Moor,League game,Leigh Doughty,Match Report
Championship,7,Tue,30/08/2022,20:00,Watford,1.2,2–1,1.4,Middlesbrough,22220,"20,022",0.901080108,Weekday,240,Vicarage Road Stadium,League game,Chris Kavanagh,Match Report
Championship,7,Wed,31/08/2022,19:45,Bristol City,1.2,2–0,1.2,Huddersfield,27000,"18,569",0.687740741,Weekday,206,Ashton Gate Stadium,League game,Darren Bond,Match Report
Championship,7,Wed,31/08/2022,19:45,Coventry City,0.8,0–1,1.5,Preston,32609,"18,913",0.579993253,Weekday,125,Coventry Building Society Arena,League game,John Busby,Match Report
Championship,7,Wed,31/08/2022,19:45,Sunderland,2.1,3–0,0.3,Rotherham Utd,49000,"36,530",0.745510204,Weekday,121,Stadium of Light,League game,Tony Harrington,Match Report
Championship,7,Wed,31/08/2022,19:45,Stoke City,2.2,1–1,1,Swansea City,30089,"18,697",0.621389877,Weekday,147,Bet365 Stadium,League game,David Webb,Match Report
Championship,7,Wed,31/08/2022,20:00,Blackpool,0.9,0–1,1.2,Blackburn,17338,"33,383",1.925423924,Weekday,28,Bloomfield Road,League game,Matt Donohue,Match Report
Championship,8,Fri,02/09/2022,20:00,West Brom,2.1,1–1,2.1,Burnley,26850,"22,303",0.830651769,Weekend,114,The Hawthorns,League game,James Linington,Match Report
Championship,8,Sat,03/09/2022,15:00,Norwich City,2,3–0,0.7,Coventry City,27359,"26,487",0.96812749,Weekend,143,Carrow Road,League game,Gavin Ward,Match Report
Championship,8,Sat,03/09/2022,15:00,Luton Town,1,1–2,0.6,Wigan Athletic,12056,"9,885",0.819923689,Weekend,171,Kenilworth Road Stadium,League game,Chris Kavanagh,Match Report
Championship,8,Sat,03/09/2022,15:00,Blackburn,1.5,2–3,2,Bristol City,31367,"12,502",0.398571747,Weekend,198,Ewood Park,League game,Tim Robinson,Match Report
Championship,8,Sat,03/09/2022,15:00,Rotherham Utd,0.7,1–1,1.1,Watford,12021,"10,607",0.882372515,Weekend,149,AESSEAL New York Stadium,League game,Leigh Doughty,Match Report
Championship,8,Sat,03/09/2022,15:00,Swansea City,2.1,1–0,0.5,QPR,21088,"15,935",0.75564302,Weekend,186,Swansea.com Stadium,League game,Oliver Langford,Match Report
Championship,8,Sat,03/09/2022,15:00,Millwall,1.1,2–0,1.1,Cardiff City,20146,"13,010",0.645785764,Weekend,156,The Den,League game,Jeremy Simpson,Match Report
Championship,8,Sat,03/09/2022,15:00,Preston,0.7,0–1,1.9,Birmingham City,23404,"16,098",0.68783114,Weekend,110,Deepdale Stadium,League game,James Bell,Match Report
Championship,8,Sun,04/09/2022,12:00,Reading,2.7,2–1,0.7,Stoke City,24161,"12,292",0.508753777,Weekend,157,Select Car Leasing Stadium,League game,David Coote,Match Report
Championship,8,Sun,04/09/2022,15:00,Hull City,1,0–2,0.9,Sheffield Utd,25586,"20,426",0.79832721,Weekend,66,MKM Stadium,League game,Matt Donohue,Match Report
Championship,8,Sun,04/09/2022,15:00,Huddersfield,1.8,0–1,0.7,Blackpool,24121,"18,195",0.75432196,Weekend,71,The John Smith's Stadium,League game,John Busby,Match Report
Championship,8,Mon,05/09/2022,20:00,Middlesbrough,1.4,1–0,0.5,Sunderland,34742,"30,391",0.874762535,Weekday,31,Riverside Stadium,Rivalry,Darren Bond,Match Report
Championship,10,Tue,13/09/2022,19:45,Middlesbrough,0.9,2–3,0.8,Cardiff City,34742,"22,124",0.636808474,Weekday,286,Riverside Stadium,League game,Darren Bond,Match Report
Championship,10,Tue,13/09/2022,19:45,Huddersfield,1.9,1–2,1.8,Wigan Athletic,24121,"17,941",0.743791717,Weekday,44,The John Smith's Stadium,League game,Jeremy Simpson,Match Report
Championship,10,Tue,13/09/2022,19:45,Hull City,0.5,0–3,1.4,Stoke City,25586,"15,627",0.610763699,Weekday,114,MKM Stadium,League game,Leigh Doughty,Match Report
Championship,10,Tue,13/09/2022,19:45,Blackburn,1.5,2–0,0.8,Watford,31367,"11,803",0.376287181,Weekday,209,Ewood Park,League game,Steve Martin,Match Report
Championship,10,Tue,13/09/2022,19:45,Swansea City,1.3,0–1,1,Sheffield Utd,21088,"15,458",0.73302352,Weekday,231,Swansea.com Stadium,League game,Darren Bond,Match Report
Championship,10,Tue,13/09/2022,20:00,Preston,0.8,1–1,0.5,Burnley,23404,"20,212",0.863613058,Weekday,22,Deepdale Stadium,Rivalry,Peter Bankes,Match Report
Championship,10,Wed,14/09/2022,19:45,Millwall,0.8,0–2,1,QPR,20146,"13,384",0.664350243,Weekday,10,The Den,League game,Tim Robinson,Match Report
Championship,10,Wed,14/09/2022,19:45,Norwich City,1.7,3–2,1.5,Bristol City,27359,"35,287",1.289776673,Weekday,222,Carrow Road,League game,David Webb,Match Report
Championship,10,Wed,14/09/2022,19:45,Luton Town,1.6,2–2,1.2,Coventry City,12056,"9,546",0.79180491,Weekday,67,Kenilworth Road Stadium,League game,Andrew Davies,Match Report
Championship,10,Wed,14/09/2022,19:45,Rotherham Utd,2.4,3–0,0.4,Blackpool,12021,"9,105",0.757424507,Weekday,97,AESSEAL New York Stadium,League game,Michael Salisbury,Match Report
Championship,10,Wed,14/09/2022,20:00,Reading,0.3,0–3,1,Sunderland,24161,"12,061",0.499192914,Weekday,306,Select Car Leasing Stadium,League game,Matt Donohue,Match Report
Championship,10,Wed,14/09/2022,20:00,West Brom,1.9,2–3,1.1,Birmingham City,26850,"23,089",0.859925512,Weekday,6,The Hawthorns,Rivalry,Joshua Smith,Match Report
Championship,11,Sat,17/09/2022,12:30,Swansea City,2.4,3–0,0.3,Hull City,21088,"15,207",0.721121017,Weekend,290,Swansea.com Stadium,League game,Keith Stroud,Match Report
Championship,11,Sat,17/09/2022,15:00,Huddersfield,0.9,1–0,1.1,Cardiff City,24121,"19,193",0.795696696,Weekend,224,The John Smith's Stadium,League game,Dean Whitestone,Match Report
Championship,11,Sat,17/09/2022,15:00,Burnley,1.1,2–1,1.1,Bristol City,21944,"19,742",0.899653664,Weekend,205,Turf Moor,League game,Oliver Langford,Match Report
Championship,11,Sat,17/09/2022,15:00,Watford,1.2,2–2,0.9,Sunderland,22220,"19,767",0.88960396,Weekend,261,Vicarage Road Stadium,League game,Robert Madley,Match Report
Championship,11,Sat,17/09/2022,15:00,Wigan Athletic,0.6,0–1,1.2,Reading,25138,"10,113",0.402299308,Weekend,203,The DW Stadium,League game,David Webb,Match Report
Championship,11,Sat,17/09/2022,15:00,Luton Town,1.1,2–0,0.3,Blackburn,12056,"9,839",0.816108162,Weekend,188,Kenilworth Road Stadium,League game,Joshua Smith,Match Report
Championship,11,Sat,17/09/2022,15:00,QPR,1.6,0–0,0.5,Stoke City,18436,"14,174",0.76882187,Weekend,164,MATRADE Loftus Road Stadium,Rivalry,Matt Donohue,Match Report
Championship,11,Sat,17/09/2022,15:00,Preston,1.1,0–2,1.7,Sheffield Utd,23404,"18,412",0.786703128,Weekend,74,Deepdale Stadium,League game,Jeremy Simpson,Match Report
Championship,11,Sat,17/09/2022,15:00,Norwich City,1,1–1,0.7,West Brom,27359,"26,303",0.961402098,Weekend,168,Carrow Road,League game,Thomas Bramall,Match Report
Championship,11,Sat,17/09/2022,15:00,Millwall,1.2,2–1,0.8,Blackpool,20146,"11,463",0.568996327,Weekend,244,The Den,League game,Darren Bond,Match Report
Championship,11,Sat,17/09/2022,15:00,Birmingham City,1.3,0–0,0.8,Coventry City,29409,"16,633",0.565575164,Weekend,22,St. Andrew's @ Knighthead Park,Rivalry,Graham Scott,Match Report
Championship,11,Sat,17/09/2022,19:45,Middlesbrough,1.1,0–0,0.1,Rotherham Utd,34742,"22,960",0.660871568,Weekend,97,Riverside Stadium,League game,Tim Robinson,Match Report
Championship,12,Fri,30/09/2022,20:00,Hull City,0.7,0–2,0.6,Luton Town,25586,"15,730",0.614789338,Weekend,166,MKM Stadium,League game,James Linington,Match Report
Championship,12,Sat,01/10/2022,15:00,Reading,1.7,3–1,0.7,Huddersfield,24161,"16,684",0.690534332,Weekend,213,Select Car Leasing Stadium,League game,Oliver Langford,Match Report
Championship,12,Sat,01/10/2022,15:00,Sheffield Utd,0.9,1–1,0.7,Birmingham City,32050,"29,927",0.93375975,Weekend,87,Bramall Lane,League game,Darren Bond,Match Report
Championship,12,Sat,01/10/2022,15:00,Coventry City,0.7,1–0,0.7,Middlesbrough,32609,"19,788",0.606826336,Weekend,176,Coventry Building Society Arena,League game,Steve Martin,Match Report
Championship,12,Sat,01/10/2022,15:00,Cardiff City,0.8,1–1,0.9,Burnley,33280,"18,508",0.556129808,Weekend,220,Cardiff City Stadium,League game,Gavin Ward,Match Report
Championship,12,Sat,01/10/2022,15:00,Blackpool,1.3,0–1,1.7,Norwich City,17338,"11,594",0.66870458,Weekend,255,Bloomfield Road,League game,David Coote,Match Report
Championship,12,Sat,01/10/2022,15:00,Bristol City,1,1–2,1.8,QPR,27000,"21,665",0.802407407,Weekend,118,Ashton Gate Stadium,League game,Jeremy Simpson,Match Report
Championship,12,Sat,01/10/2022,15:00,West Brom,2.2,2–3,1.1,Swansea City,26850,"22,369",0.83310987,Weekend,136,The Hawthorns,League game,Graham Scott,Match Report
Championship,12,Sat,01/10/2022,15:00,Rotherham Utd,0.7,0–2,1.8,Wigan Athletic,12021,"10,761",0.895183429,Weekend,69,AESSEAL New York Stadium,League game,Andrew Davies,Match Report
Championship,12,Sat,01/10/2022,15:00,Blackburn,1.3,2–1,1.3,Millwall,31367,"12,164",0.387796091,Weekend,228,Ewood Park,League game,David Webb,Match Report
Championship,12,Sat,01/10/2022,15:00,Sunderland,1,0–0,0.4,Preston,49000,"41,825",0.853571429,Weekend,128,Stadium of Light,League game,Andy Woolmer,Match Report
Championship,12,Sun,02/10/2022,12:00,Stoke City,1.1,0–4,2.8,Watford,30089,"19,905",0.661537439,Weekend,142,Bet365 Stadium,League game,Joshua Smith,Match Report
Championship,13,Tue,04/10/2022,19:45,Luton Town,2.4,3–3,1,Huddersfield,12056,"9,073",0.752571334,Weekday,158,Kenilworth Road Stadium,League game,Leigh Doughty,Match Report
Championship,13,Tue,04/10/2022,19:45,Bristol City,0.5,0–0,1.2,Coventry City,27000,"18,658",0.691037037,Weekday,102,Ashton Gate Stadium,League game,James Bell,Match Report
Championship,13,Tue,04/10/2022,19:45,Sunderland,0.9,0–0,0.9,Blackpool,49000,"35,900",0.732653061,Weekday,145,Stadium of Light,League game,Jeremy Simpson,Match Report
Championship,13,Tue,04/10/2022,19:45,Sheffield Utd,1.1,0–1,1,QPR,32050,"26,636",0.831076443,Weekday,160,Bramall Lane,League game,James Linington,Match Report
Championship,13,Tue,04/10/2022,20:00,Reading,0.4,1–1,1.3,Norwich City,24161,"11,978",0.495757626,Weekday,155,Select Car Leasing Stadium,League game,Darren Bond,Match Report
Championship,13,Tue,04/10/2022,20:00,Cardiff City,0.8,1–0,1.1,Blackburn,33280,"16,150",0.485276442,Weekday,214,Cardiff City Stadium,League game,John Brooks,Match Report
Championship,13,Wed,05/10/2022,19:45,Middlesbrough,1.1,1–0,0.8,Birmingham City,34742,"22,374",0.644004375,Weekday,172,Riverside Stadium,League game,Michael Salisbury,Match Report
Championship,13,Wed,05/10/2022,19:45,Watford,1.4,1–2,0.6,Swansea City,22220,"17,231",0.775472547,Weekday,188,Vicarage Road Stadium,League game,Tim Robinson,Match Report
Championship,13,Wed,05/10/2022,19:45,Burnley,1.1,1–1,0.4,Stoke City,21944,"18,131",0.826239519,Weekday,79,Turf Moor,League game,David Webb,Match Report
Championship,13,Wed,05/10/2022,19:45,Rotherham Utd,1.1,1–1,1.5,Millwall,12021,"8,618",0.716912071,Weekday,167,AESSEAL New York Stadium,League game,Dean Whitestone,Match Report
Championship,13,Wed,05/10/2022,19:45,Hull City,0.9,2–1,1.2,Wigan Athletic,25586,"14,669",0.573321348,Weekday,110,MKM Stadium,League game,Andy Woolmer,Match Report
Championship,13,Wed,05/10/2022,20:00,Preston,1.5,1–0,1.4,West Brom,23404,"13,924",0.594941036,Weekday,104,Deepdale Stadium,League game,Joshua Smith,Match Report
Championship,14,Fri,07/10/2022,20:00,QPR,1.8,2–1,1.1,Reading,18436,"16,656",0.903449772,Weekend,38,MATRADE Loftus Road Stadium,League game,Thomas Bramall,Match Report
Championship,14,Sat,08/10/2022,15:00,Blackpool,1.4,3–1,0.4,Watford,17338,"11,567",0.667147306,Weekend,224,Bloomfield Road,League game,Robert Madley,Match Report
Championship,14,Sat,08/10/2022,15:00,Blackburn,2.2,3–0,0.7,Rotherham Utd,31367,"12,233",0.389995856,Weekend,68,Ewood Park,League game,Oliver Langford,Match Report
Championship,14,Sat,08/10/2022,15:00,Norwich City,2,2–3,0.9,Preston,27359,"26,062",0.952593297,Weekend,265,Carrow Road,League game,Oliver Langford,Match Report
Championship,14,Sat,08/10/2022,15:00,West Brom,0.8,0–0,0.3,Luton Town,26850,"21,550",0.802607076,Weekend,91,The Hawthorns,League game,David Webb,Match Report
Championship,14,Sat,08/10/2022,15:00,Wigan Athletic,0.9,1–3,1.4,Cardiff City,25138,"10,340",0.411329461,Weekend,194,The DW Stadium,League game,James Bell,Match Report
Championship,14,Sat,08/10/2022,15:00,Birmingham City,2,3–0,0.4,Bristol City,29409,"3,107",0.105647931,Weekend,91,St. Andrew's @ Knighthead Park,League game,James Linington,Match Report
Championship,14,Sat,08/10/2022,15:00,Stoke City,1.4,3–1,0.8,Sheffield Utd,30089,"22,008",0.731430091,Weekend,49,Bet365 Stadium,League game,Peter Bankes,Match Report
Championship,14,Sat,08/10/2022,15:00,Millwall,1.4,2–0,0.4,Middlesbrough,20146,"15,638",0.776233495,Weekend,263,The Den,League game,Matt Donohue,Match Report
Championship,14,Sat,08/10/2022,15:00,Coventry City,0.3,0–1,0.8,Burnley,32609,"19,445",0.596307768,Weekend,134,Coventry Building Society Arena,League game,John Busby,Match Report
